Tweeter,Tweet ID,Tweet Time,Tweet Text,Topics
JoeBiden,1336495783038701568,2020-12-09 2:20:00,"Out of our collective pain, we will find our collective purpose: to control the pandemic, to save lives, and to heal as a nation.",“”
JoeBiden,1340747549028851717,2020-12-20 19:55:00,"In one month, we begin to heal.",“Hope”
senatemajldr,1311350246547623938,2020-09-30 17:00:37,"Judge Barrett is an exemplary judge and a qualified nominee for the Supreme Court. Her legal peers across the political spectrum praise her independence, fair-mindedness, and impartiality. That is exactly what the American people deserve on their highest Court. https://t.co/Eawb6JuCeX",“Acknowledgement”
senatemajldr,1318647847546474501,2020-10-20 20:18:40,"The Paycheck Protection Program has made a critical difference for millions of working families. Today, I’m having the Senate vote on a new second round for the hardest-hit small businesses.

Democrats say they support the PPP. Let’s see how they vote.",“Paycheck Protection Program” “Democrats”
KamalaHarris,1346109989769900034,2021-01-04 15:03:25,"Georgians: If you haven’t already turned in your absentee ballot, don’t put it in the mailbox—take it and return it to a drop box in your county now.",“Voting”
JoeBiden,1346150340836601857,2021-01-04 17:43:46,"Georgia — If you haven’t returned your absentee ballot yet, drop it off at a drop box in your county today.

If you’re voting in-person tomorrow, make your plan today.

Let’s flip the Senate: https://t.co/RIJ1L4juwB",“Voting”
KamalaHarris,1338998199789490176,2020-12-16 0:03:42,"The Affordable Care Act was there for Elena and her daughter Xiomara when they needed it most—and it can be there for your family too.

There is still time to #GetCovered for 2021 before the deadline at midnight. Go to https://t.co/zmKsbKOrYE now.
https://t.co/PXz7wKbyaZ",“Health”
senatemajldr,1322297837124812801,2020-10-30 22:02:26,ICYMI: I joined @hughhewitt to discuss confirming Justice Barrett to the Supreme Court and Democrats’ threats against our governing  institutions: https://t.co/ArVnvccID9,“”
KamalaHarris,1345914403154178049,2021-01-04 2:06:14,"When our children and grandchildren ask us where we were at this moment in time, we’re going to tell them what we did: that we didn’t stop calling and texting people, telling them what was at stake in the Georgia runoffs. https://t.co/hms7MBTG61",“Senate Runoff Election”
JoeBiden,1344424275818786816,2020-12-30 23:25:00,"With just over 20 days until Inauguration Day, there’s never been a better time to stock up on @BidenInaugural gear. Head to https://t.co/j1ZK7kyMj6 to find everything you need.",“Inauguration” “Biden Inaugural Merch”
senatemajldr,1316450548854468609,2020-10-14 18:47:23,It is bizarre to watch Vice President Biden and Democrats refuse to give a straight answer on their own party’s threats to pack the Supreme Court. But it is even more absurd for them to try to redefine “court-packing” to mean any judicial confirmation that disappoints Democrats. https://t.co/RpZbaXNO2m,“Democrats” “Biden”
JoeBiden,1346258109518413825,2021-01-05 0:52:00,"The debate over $2,000 isn’t some abstract debate in Washington. It’s about real lives.

Hardworking Americans need help, and they need it now.

Georgia — you have the power to make it happen. Vote. https://t.co/yFBBk1YAEm",“Economy” “Stimulus Check” “Voting
KamalaHarris,1345052877358845952,2021-01-01 17:02:50,"New year, new President, new Vice President. https://t.co/m73uVfOKwn",“”
KamalaHarris,1348400282993045505,2021-01-10 22:44:14,"From the pandemic, to the economic recession, to our climate crisis, to a long-overdue reckoning on racial injustice, this team will be critical as we work to meet the challenges facing the American people.
https://t.co/eeZHsafDkq",“”
senatemajldr,1337156852493258752,2020-12-10 22:06:51,"Today I am announcing the Senate swearing in day for the 117th Congress will be Sunday, January 3rd at 12:00 pm.",“Senate Swearing In Day”
JoeBiden,1345449279964368896,2021-01-02 19:18:00,"It’s the final weekend before the Georgia Senate runoffs, which means we have just a few days left to do everything we can to flip the Senate. If you have a few minutes, sign up to make calls and let’s get to work: https://t.co/uR93pEtK1X",“Call to Action” “Voting”
KamalaHarris,1340362989619261448,2020-12-19 18:26:54,"There are less than 20 days until Election Day, Georgia. Make a plan and vote early at https://t.co/FsQFse2eXb.",“Voting” “Call to Action”
JoeBiden,1342490030787407872,2020-12-25 15:19:00,"From our family to yours, Merry Christmas and Happy Holidays. https://t.co/NzVEFFfrG1",“Holiday”
JoeBiden,1337777981830402058,2020-12-12 15:15:00,"This team will meet the unique and challenging moment we’re facing as a nation. They bring deep experience, bold new thinking, and they know how government can — and should — work.

Together, we’re going to build back better for all Americans. https://t.co/LxRLvRKCFD",“Unity” “”
JoeBiden,1347704641136463872,2021-01-09 0:40:00,My administration will get right to work distributing emergency aid swiftly and equitably. Our focus will be on the small businesses on Main Street — not those that are wealthy and well-connected. https://t.co/FlD8voUpcP,"""Economy"" ""Economic Relief"""
JoeBiden,1341839745689690112,2020-12-23 20:15:00,"Here’s the simple truth: Our darkest days in this battle against COVID are ahead of us — not behind us.

We need to prepare ourselves and steel our spines. https://t.co/TSn5hdpzGj",“COVID-19” “Preparation”
JoeBiden,1349090628790067200,2021-01-12 20:27:25,My number one priority is getting people vaccinated as quickly as we can to get our country back on track. https://t.co/JLY1DntIlR,"""Vaccine"" ""COVID-19"""
senatemajldr,1326940487979130880,2020-11-12 17:30:40,"This week’s news on a COVID-19 vaccine was incredibly promising. All of us have to keep up commonsense precautions in the meantime. The virus is spreading quickly in Kentucky and nationwide, and it doesn’t care whether we’ve gotten bored with wearing masks or social distancing.",“Vaccine” “Assurance”
JoeBiden,1339745949237665792,2020-12-18 1:35:00,"We have no time to waste to confront the climate crisis, protect our air and water, and deliver justice to communities that have long shouldered the burdens of environmental harms.

Together, on behalf of all Americans, this team will meet this moment with the urgency it demands. https://t.co/ob58nUVIJm",“Climate Change”
KamalaHarris,1340711866440552450,2020-12-20 17:33:12,"The climate crisis is not a partisan issue.

It’s not a hoax. https://t.co/QXyUdQWVei",“Climate Change”
senatemajldr,1331945811043905536,2020-11-26 13:00:02,"We are blessed to live in the greatest country the world has ever known. Even in a trying year unlike anything we’ve seen before, we are constantly reminded why. Happy Thanksgiving, everyone. https://t.co/TkQfXbq5F2",“Holiday”
senatemajldr,1319336882216472576,2020-10-22 17:56:39,"This morning, the Judiciary Committee reported Judge Barrett’s nomination to the Senate floor. Their unanimous recommendation was that she be confirmed.

This nomination will receive an up-or-down vote on the Senate floor in the next several days.",“Nomination”
KamalaHarris,1348676136931360769,2021-01-11 17:00:22,We couldn’t have gotten through last year without our family Zooms. https://t.co/K5V67hiNt0,“”
KamalaHarris,1343980778246516737,2020-12-29 18:02:42,"Today I got the COVID-19 vaccine. I am incredibly grateful to our frontline health care workers, scientists, and researchers who made this moment possible.

When you’re able to take the vaccine, get it. This is about saving lives. https://t.co/T5G14LtFJs","“COVID-19” “Vaccine” “Gratitude"""
JoeBiden,1340665760021024770,2020-12-20 14:30:00,I believe that every American has a fundamental right to breathe clean air and drink clean water. https://t.co/f6FfFlCWLG,“”
senatemajldr,1319346422035238914,2020-10-22 18:34:33,Tune in now: I’m joining @DanaPerino on @FoxNews to discuss Judge Amy Coney Barrett’s nomination to the Supreme Court and Democrats’ continued blockade of COVID-19 relief for struggling Americans.,“”
JoeBiden,1347571667598503937,2021-01-08 15:51:36,"We need to restore the honor, the integrity, and the independence of the Department of Justice in this nation — and this is the group that will get it done. https://t.co/Yfuys8i73V",""""""
senatemajldr,1318601864926081025,2020-10-20 17:15:57,"Democrats have delayed aid for months over non-COVID-related liberal demands. Last night, Leader Schumer even tried to adjourn the Senate for three weeks. Americans need help; Democrats just want to go home.

We are voting on more aid this week.",“Democrats”
KamalaHarris,1339621751156830208,2020-12-17 17:21:29,Our democracy is stronger than any one man or woman. It is about the people—and the people spoke.,“”
senatemajldr,1347904876416823297,2021-01-09 13:55:40,The Senate grieves the death of the officer who literally put himself on the line to defend our first branch of gov’t and everybody who works inside it. Our condolences and our prayers are with Officer Sicknick’s family and his colleagues at this terrible time. My full statement: https://t.co/FHm3T9Psvk,“Mourning”
JoeBiden,1337895008029069312,2020-12-12 23:00:01,"Wear a mask.

It's the easiest thing you can do to reduce COVID cases, hospitalizations, and deaths.

It's not a political statement — it's a patriotic act.","""Call to Action"" “COVID-19"""
senatemajldr,1304400335717437441,2020-09-11 12:44:09,"Nineteen years ago, thousands of Americans were murdered by terrorists. National landmarks burned. Brave first responders put their lives on the line to save strangers.

May we never fail to honor them. And may we never tire of our pledge: Never Again. https://t.co/95QqWlm05m",“”
senatemajldr,1308513764925485057,2020-09-22 21:09:27,"Democrats are threatening to attack the foundations of the Senate and the Court if they do not get their way.

Here's the problem with this attempted blackmail: They have already been making these threats for many months. They've been campaigning on them for over a year.",“Democrats”
KamalaHarris,1348729248756981760,2021-01-11 20:31:25,"We must build our economy back better so it lifts up everyone, no matter what you do for a living or where you live—whether it’s in small towns, big cities, or anyplace in between. This starts with a higher minimum wage, paid leave, safe workplaces, and stronger unions.",“Minimum Wage” “Economy”
JoeBiden,1338575269376954375,2020-12-14 20:03:08,"Georgia — in-person early voting starts today. Head to https://t.co/RIJ1L4juwB to find all the information you need to make your voice heard.

Wear a mask, practice social distancing, and help flip the Senate.",“Voting” “Call to Action”
JoeBiden,1341884037606985729,2020-12-23 23:11:00,"It’s long past time we pay teachers what they deserve.

The work they do is of extreme national importance — and their salaries should reflect that.",“”
senatemajldr,1313858790924726272,2020-10-07 15:08:40,"ICYMI: I joined @marthamaccallum to discuss the Senate’s months of success with hybrid hearings, Judge Barrett’s outstanding qualifications, and Democrats’ refusal to get serious on COVID-19 relief talks. https://t.co/QrBro8587T",“”
JoeBiden,1347298213422747649,2021-01-07 21:45:00,"No one can tell me that if it had been a group of Black Lives Matter protestors yesterday that they wouldn’t have been treated very differently than the mob that stormed the Capitol.

We all know that’s true — and it’s unacceptable.","""Minority Issues"" ""Criticism"" ""Capitol Insurrection"""
JoeBiden,1347253347057733632,2021-01-07 18:46:43,It’s time for a Department of Justice that serves the interests of the people — not a presidency. Tune in as I introduce key nominees to lead the Department. https://t.co/8eIm9NvQS8,"""Nomination"" ""Presidential Cabinet"" ""Department of Justice"""
KamalaHarris,1339254201864491010,2020-12-16 17:00:58,To build back better we need to usher in a sustainable transportation system that helps us connect all Americans to jobs and opportunity. @PeteButtigieg will do that as Transportation Secretary. https://t.co/SqHBwIrOhV,“Infrastructure” “Nomination” “Presidential Candidate”
senatemajldr,1320071148906885127,2020-10-24 18:34:22,"More coronavirus resources are on the way to Kentucky. With the help of @HHSGov &amp; @usedgov, Kentucky students &amp; teachers will receive more than two million masks.

One of the most important things we can do to protect ourselves &amp; others is to wear a mask. https://t.co/1AtyoYmush",“COVID-19”
KamalaHarris,1347279867574943745,2021-01-07 20:32:06,"We have witnessed two systems of justice: one that let extremists storm the U.S. Capitol yesterday, and another that released tear gas on peaceful protestors last summer. It’s simply unacceptable.",“Denouncement” “Capitol Insurrection”
KamalaHarris,1340082938772402194,2020-12-18 23:54:04,Every single connection we make with voters between now and January 5th makes a difference. Take some time this weekend and help Georgia turn out the vote for the Senate runoffs. Sign up for a phone banking shift now: https://t.co/3qa2kWf6u8,“Senate Runoff Election” “Call to Action”
KamalaHarris,1337557277692239873,2020-12-12 0:38:00,Our diversity is our strength. https://t.co/NVkzgIIJNS,“”
KamalaHarris,1346528714436337666,2021-01-05 18:47:17,"The late great John Lewis shed his blood on the Edmund Pettus Bridge for our right to vote. The forces against him were powerful, but he knew the capacity of what our country could be was a fight worth having. Georgia, mask up today and march on to the ballot box in his honor.",“Voting” “Remembrance”
KamalaHarris,1346460199817764864,2021-01-05 14:15:02,"Georgia, polls are now open! Your vote is your voice, and your voice is your power. Now is the time to stand up, speak out, and vote for a better future. Go to https://t.co/FsQFse2eXb to find your polling location.

📷: @kevloweryphoto https://t.co/zJbdJEUDsO",“Voting”
JoeBiden,1339062696998662145,2020-12-16 4:20:00,"With @ossoff and @ReverendWarnock in the Senate, the doors of promise and progress will open in Washington.

https://t.co/RIJ1L4B5o9 https://t.co/Dus1Mft7qD",“”
senatemajldr,1318960373639172101,2020-10-21 17:00:32,"NOW: The Senate is voting on another rescue package for American families.

Testing. Treatments. Vaccines. Unemployment aid. Another PPP. Historic money for schools. Find common ground &amp; get help out the door.

We'll see if Democrats use the filibuster to kill the bill.",“Economic Relief”
senatemajldr,1337594714615390209,2020-12-12 3:06:45,"Thanks to the genius of science, the historic success of Operation Warp Speed, and the bold action of the Trump Administration, this should mark the beginning of the end of this terrible chapter. 

What an announcement. https://t.co/MgQyeXLCss",“Operation Warp Speed”
senatemajldr,1317571617837490184,2020-10-17 21:02:07,I just announced the Senate will vote next week on hundreds of billions more dollars for relief programs that Democrats do not even oppose. Working families have already waited too long for Speaker Pelosi’s Marie Antoinette act to stop. Let's make law. https://t.co/iR7OYKuCKw,"""Economic Relief”"
JoeBiden,1349556594237792256,2021-01-14 3:19:00,"Today, in a bipartisan vote, the House voted to impeach and hold President Trump accountable. Now, the process continues to the Senate—and I hope they’ll deal with their Constitutional responsibilities on impeachment while also working on the other urgent business of this nation.","""Trump Impeachment"""
senatemajldr,1309238722119032835,2020-09-24 21:10:10,"The far left called John Paul Stevens anti-woman. They said Anthony Kennedy would turn back the clock. David Souter was going to hurt “women, minorities, dissenters, &amp; other groups"" from the bench.

Anyone doubt the same old smears will be rearing their heads starting Saturday?",“Far Left”
senatemajldr,1339702999837532161,2020-12-17 22:44:20,"Productive conversations remain underway on COVID-19 relief. But Congress must not slide into treating these talks like routine negotiations at our routine pace.

This could not be more urgent. The Senate’s going to keep working right through the weekend until we get an outcome. https://t.co/aXGTFunsPH",“COVID-19” “Economic Relief”
senatemajldr,1318973782606946310,2020-10-21 17:53:49,"Senate Democrats just used the filibuster — which they say they dislike — to kill another coronavirus relief package.

Unemployment benefits. PPP. Testing. Vaccines. School funding. Protections for people with pre-existing conditions.

Every Democrat just voted to block it all.",“Democrats”
KamalaHarris,1346602382004776960,2021-01-05 23:40:01,"Georgians, if you’re in line before the polls close at 7pm ET—stay in line! If you run into any trouble casting your ballot, call the voter protection hotline at (888) 730-5816.",“Voting”
KamalaHarris,1346485848741715968,2021-01-05 15:56:57,"Georgians, today you can decide the fate of the Senate. If you run into any trouble making your voice heard at your polling place, be sure to call the voter protection hotline at (888) 730-5816.",“Voting”
JoeBiden,1347665885666938886,2021-01-08 22:06:00,".@GabbyGiffords — Your perseverance and immeasurable courage continue to inspire me and millions of others. I pledge to continue to work with you — and with survivors, families, and advocates across the country — to defeat the NRA and end our epidemic of gun violence. https://t.co/zN5J5YjXUM","""Acknowledgement"" ""Gun Control"""
KamalaHarris,1340788114185437188,2020-12-20 22:36:11,".@BidenInaugural will look a little different in January than in years past, but @JoeBiden and I can’t wait for you and your family to join our virtual celebrations.
https://t.co/Qmf0aS9GIL",“”
senatemajldr,1324697471654789120,2020-11-06 12:57:43,"Here’s how this must work in our great country: Every legal vote should be counted. Any illegally-submitted ballots must not. All sides must get to observe the process. And the courts are here to apply the laws &amp; resolve disputes.

That's how Americans' votes decide the result.",“Voting”
senatemajldr,1305615661008408578,2020-09-14 21:13:25,The Trump administration has helped secured two historic peace agreements between Israel and Arab nations in just the last few days. The winds of change are blowing and the Middle East is changing for the better. My full statement: https://t.co/FDbUKWrCpN,“Trump Administration” “Middle East”
senatemajldr,1328452760677851142,2020-11-16 21:39:54,"The Trump Administration has made huge strides in the Middle East: taking out terrorist leaders, brokering historic deals, &amp; moving US forces into support roles as Afghans lead the fight for their country.

Premature retreat would put this record at risk. https://t.co/egVaLJSIlS",“Trump Administration” “Middle East”
senatemajldr,1341096731270909952,2020-12-21 19:02:31,"Tune in now: I’m joining @DanaPerino on @FoxNews to discuss the bipartisan, bicameral agreement for another major COVID-19 rescue package for the American people.",“”
JoeBiden,1344007781427326977,2020-12-29 19:50:00,Leading by example. https://t.co/B4fHm6xUAv,“”
JoeBiden,1336128110203449345,2020-12-08 1:59:00,"Paul Sarbanes and I served together on the Foreign Relations Committee for 30 years. There was no one sharper, more committed, or with firmer principles. And he, too, returned to his family nearly every night. They meant the world to him.

Rest In Peace, Paul. https://t.co/tzekdNb74b",“Mourning”
JoeBiden,1338704084283445248,2020-12-15 4:35:00,"Today, the members of the Electoral College cast their votes for president and vice president.

And once again, the rule of law, our Constitution, and the will of the people have prevailed.

Our democracy—pushed, tested, and threatened—proved to be resilient, true, and strong. https://t.co/Ka1Aj3hV3m",“Democracy”
KamalaHarris,1340479687072559104,2020-12-20 2:10:36,Our climate team is comprised of our country’s most seasoned public servants and climate experts. They know that addressing the climate crisis is about building safer communities for all Americans and will meet this urgent challenge. https://t.co/0WYpeEndKM,“Presidential Cabinet” “Climate Change”
KamalaHarris,1338310245836337154,2020-12-14 2:30:01,"I may be the first, but I will not be the last. It’s on those of us leading the way to leave the door more open than it was when we walked in.",“”
senatemajldr,1319381029451403276,2020-10-22 20:52:04,"With no good arguments to stop Judge Barrett, Democrats have resorted to blatant falsehoods. Inventing fake Lincoln quotes. Lying about this moving faster than many past confirmations.

Facts, not falsehoods, are going to carry the day in the Senate. https://t.co/pxAeYmkfn6",“Democrats” “Criticism”
JoeBiden,1346938341791387651,2021-01-06 21:55:00,"Our way is plain: It is the way of democracy — of lawfulness, and of respect — respect for each other, and for our nation.",""""""
KamalaHarris,1347208648397881344,2021-01-07 15:49:06,"Fidelity to the rule of law forms the bedrock of our democracy.

In the face of both the damage that has been done to our Justice Department and our country’s long-overdue reckoning on racial injustice, these are the right leaders to meet this moment.
https://t.co/19zMzNROVr",“Presidential Cabinet” “Nomination”
KamalaHarris,1343671929203470346,2020-12-28 21:35:26,"Georgia: there is just over a week until the Senate runoffs. This is our moment. Let’s give it everything we have—chip in what you can.
https://t.co/mTfOyHH9AM",“Senate Runoff Election” “Call to Action”
KamalaHarris,1337506951282954242,2020-12-11 21:18:01,"At a time when 1 in 8 households say they didn’t have enough money for food in the past week, we need leaders who understand that no one should go hungry in the United States of America. That’s the administration @JoeBiden and I are building.",“”
senatemajldr,1339229321785905154,2020-12-16 15:22:06,"The American people need more help. We need vaccine distribution money. We need to re-up the Paycheck Protection Program to save jobs. We need to continue to provide for laid-off Americans.

Congressional leaders on both sides are going to keep working until we get it done.",“”
senatemajldr,1315315247675330560,2020-10-11 15:36:07,"The far left has been threatening our basic institutions of government since long before this Supreme Court vacancy. When today’s Democrats lose one election or one vote on the Senate floor, they start threatening to tear up the rulebook. https://t.co/CT3rnShGZD",“Far Left”
JoeBiden,1339006577416736768,2020-12-16 0:37:00,"Mayor @PeteButtigieg is a leader, patriot, and problem-solver. He speaks to the best of who we are as a nation.

I am nominating him for Secretary of Transportation because he's equipped to take on the challenges at the intersection of jobs, infrastructure, equity, and climate.","“Nomination” ""Presidential Cabinet” “Acknowledgement”"
senatemajldr,1340790116927877128,2020-12-20 22:44:09,"BREAKING: As the American people continue battling the coronavirus this holiday season, they will not be on their own.

Congress has just reached an agreement. We will pass another rescue package ASAP. More help is on the way.",“Economic Relief” “Assurance”
senatemajldr,1307121192516628480,2020-09-19 0:55:52,"The Senate and the nation mourn the passing of Justice Ruth Bader Ginsburg and the conclusion of her extraordinary American life.

My full statement: https://t.co/NOwYLhDxIk","“Mourning"""
JoeBiden,1338246066144079873,2020-12-13 22:15:00,"Grassroots donors were the backbone of my campaign. And to thank you for everything you did to win this battle for the soul of the nation, I’ll be holding a Grassroots Donor Thank You call tomorrow night.

I hope you’ll join us. Head to https://t.co/c4wtQjE6hU to RSVP today.",“Grassroots” “Gratitude”
senatemajldr,1303791960973606916,2020-09-09 20:26:41,"The coronavirus doesn't care about our election. But it's clear that's all Democrats care about. Look at the facts and ask each Democrat what in the proposal that we're voting on tomorrow they actually disagree with.

More historic funding for schools? Jobs? Healthcare? https://t.co/p38BQjgvKM",“Democrats”
JoeBiden,1347276822078218241,2021-01-07 20:20:00,"What we witnessed yesterday was not dissent — it was disorder.

They weren’t protestors — they were rioters, insurrectionists, and domestic terrorists.

I wish we could say we couldn’t see it coming, but that isn’t true. We could.","""Criticism"" ""Capitol Insurrection"""
KamalaHarris,1342125608738947072,2020-12-24 15:10:55,"Linda, my heart goes out to you for the loss of your mother. Know that @JoeBiden and I are going to do everything we can so no more families have to experience the pain you did. https://t.co/1oJVAPUJzo","“"""
JoeBiden,1340478274909040640,2020-12-20 2:05:00,"When it comes to the existential threat of climate change, we have no time to lose. This team will be ready on day one to meet this moment with the urgency it demands and build our nation back better than ever. https://t.co/ciPgM5geDG",“Climate Change”
JoeBiden,1347947491300401152,2021-01-09 16:45:00,"From the most inequitable economic and jobs crisis in modern history, my jobs team will help us build back better with an economy that works for all Americans. Let’s get to work. https://t.co/hx7cyOHF87","""Economy"" ""Assurance"""
KamalaHarris,1344096618795180032,2020-12-30 1:43:00,"We still have a way to go with cases, hospitalizations, and deaths hitting record highs recently—but there is hope.

Once sworn in, @JoeBiden and I will get to work in the first 100 days to ensure Americans mask up, distribute 100M shots, and get students safely back to school.",“Assurance” “Hope”
JoeBiden,1338959519162970112,2020-12-15 21:30:00,"The future of health care, the economy, and the planet are all on the line. We’ve got to win Georgia and flip the Senate.

https://t.co/RIJ1L4juwB https://t.co/euGgJtxMBY",“”
JoeBiden,1344068179463700480,2020-12-29 23:50:00,"Once in office, I will be asking the American people to wear a mask for the first 100 days of my administration. Not as a political statement, but as a patriotic duty. https://t.co/0Uayw4sAs7",“”
JoeBiden,1346963759156195332,2021-01-06 23:36:00,"Through war and strife, America has endured much. And we will endure here and prevail now. https://t.co/OvNOV0ogWG","""Assurance"" ""Perseverance"""
JoeBiden,1344775842455498752,2020-12-31 22:42:00,"The challenges we face as a nation will not disappear overnight, but as we look forward to the start of a new year, I’m filled with fresh hope about the possibilities of better days to come.

After a year of pain and loss, let us unite, heal, and rebuild in 2021.",“Hope” “Unity”
KamalaHarris,1344375704440467458,2020-12-30 20:11:59,"On the frontlines of this fight are nurses like Patricia who administered my vaccine yesterday. As the daughter of immigrants from Guyana, Patricia has been working tirelessly to protect and save lives.

To Patricia and all the nurses battling this pandemic—thank you. https://t.co/xFmCWI3jRs",“Gratitude”
KamalaHarris,1348815886791143424,2021-01-12 2:15:41,The first 100 days of the Biden-Harris administration will focus on getting control of this pandemic—ensuring vaccines are distributed equitably and free for all.,“COVID-19” “Vaccine”
JoeBiden,1340427943051284480,2020-12-19 22:45:00,"On day one, my administration will rejoin the Paris Agreement and put America back in the business of leading the world on climate change.",“Paris Agreement” “Climate Change”
senatemajldr,1337115934960586752,2020-12-10 19:24:15,"Trial lawyers are among Democrats’ most reliable sources of campaign cash.

Coincidentally, Democrats say they'd rather not pass *any* more aid (PPP, vaccine distribution, jobless aid) than limit the opportunity for the plaintiffs’ bar to suck money from our nation’s re-opening.",“Criticism”
KamalaHarris,1341229898275442688,2020-12-22 3:51:41,Everything that was at stake in November is at stake in the Georgia Senate runoffs on January 5. https://t.co/t9xGdcFVAK,“Senate Runoff Election”
KamalaHarris,1343579159935770624,2020-12-28 15:26:48,"This tragedy is all too common for Black women across our nation whose concerns and pain are often downplаyed or ignored in our health care system.

We must do better. Our administration is committed to confronting these glaring racial health disparities.
https://t.co/StlfpkqEJC",“Minority Issues” “Health”
KamalaHarris,1341912421791838209,2020-12-24 1:03:47,"My first grade teacher, Mrs. Frances Wilson, attended my law school graduation. She instilled in me a deep belief in the importance and significance of public education that I carry with me to this day. https://t.co/5ZluYlFzVo",“”
KamalaHarris,1348788884805718017,2021-01-12 0:28:24,Leadership. https://t.co/h6vxHAh9tH,“”
JoeBiden,1344458249731407872,2020-12-31 1:40:00,"The next few weeks and months are going to be a very tough period for our nation — maybe the toughest of the whole pandemic.

But we are going to get through it. Brighter days are coming, but it’s going to take all the grit and determination we have as Americans to do it.",“Hope”
senatemajldr,1341242737232932865,2020-12-22 4:42:42,"BREAKING: The Senate just passed another major bipartisan, COVID-19 relief package. The American people can rest assured that more help is on the way, immediately.",“Economic Relief” “COVID-19” “Assurance”
KamalaHarris,1347925741829296129,2021-01-09 15:18:34,"Black women turned out this week to help elect @ReverendWarnock and @Ossoff. But we must do more than thank them—@JoeBiden and I are committed to addressing issues that disproportionately affect Black women, including pay disparity and maternal mortality.",“Minority Issues”
JoeBiden,1336831747120656384,2020-12-10 0:35:00,"Secretary-designate Lloyd Austin is feared by our adversaries, respected by our allies, and beloved by the men and women of America’s armed forces.

I am honored to nominate him as the 28th Secretary of Defense. https://t.co/BvFxHXH4v9","""Nomination"" ""Presidential Cabinet”"
KamalaHarris,1337569286295056390,2020-12-12 1:25:43,"Today, we announced a team who will help deliver immediate relief to every corner of our great country, from rural communities to big cities and every place in between, leaders who will help care for our veterans and their families, and advance opportunity for all Americans. https://t.co/bEi1nvWm6l",“Economic Relief”
KamalaHarris,1341515361993289728,2020-12-22 22:46:01,"Today marks 10 years since @BarackObama signed the repeal of Don’t Ask, Don’t Tell into law, bringing about an end to the discriminatory policy. To our LGBTQ+ military members, know that @JoeBiden and I will have your back and won’t stop fighting until we achieve equality.",“Minority Issues”
senatemajldr,1303836621826121728,2020-09-09 23:24:09,"Speaker Pelosi &amp; Leader Schumer were attacking our new COVID proposal before they’d even read it.

They’re attacking it over provisions that literally have Democrat cosponsors.

They just don't want Americans getting another cent of bipartisan relief before the November election.",“”
senatemajldr,1308157376734863360,2020-09-21 21:33:17,"Justice Ruth Bader Ginsburg was a generational legal giant and a trailblazing champion for American women. The Senate is grieving with the nation, praying for her family, and remembering her historic legacy.

My full Senate floor remarks: https://t.co/mfVTHURqIw",“Mourning”
senatemajldr,1309327299653906432,2020-09-25 3:02:09,"Tune in: I’m about to join @ShannonBream @foxnewsnight for my first interview on the Supreme Court vacancy. The Senate will do what we did in 2016: Follow history, follow precedent, and do the job we were elected to do.",“”
senatemajldr,1319989763319992322,2020-10-24 13:10:58,"For the third time this year, the Trump administration’s efforts have guided an historic step forward in the Middle East. Yesterday’s announcement of normalized relations between Israel and Sudan is good news for peace-loving people everywhere.",“Trump Administration” “Middle East”
KamalaHarris,1340447320945647617,2020-12-20 0:02:00,The climate team @JoeBiden and I introduced today is ready to confront the climate crisis head-on with our allies around the world. https://t.co/SKspQVHAff,“Climate Change”
senatemajldr,1328756703899344907,2020-11-17 17:47:39,"House Democrats’ so-called “HEROES Act” is so unserious that it was condemned by the Speaker's own moderate Democrats the instant she put it out.
 
Huge tax cuts for rich people in blue states, but no second round of the Paycheck Protection Program? Those are their priorities?","“Democrats” “Criticism"""
JoeBiden,1349068634413436929,2021-01-12 19:00:01,"It’s long past time to raise the minimum wage, so hardworking people earn at least $15 an hour.

I hope that Democratic control of the House and Senate will ensure prompt action to get it done.","""Minimum Wage"""
JoeBiden,1336003791183818753,2020-12-07 17:45:00,"Dr. Fauci isn't just one of our foremost experts on combating viruses—he is a good man and a tireless public servant. He has served six presidents and led us through some of our toughest challenges.

Our administration, and our country, will be stronger because of his guidance.",“Acknowledgement”
senatemajldr,1304810135882272768,2020-09-12 15:52:33,"Washington Democrats have now blocked two separate proposals to provide hundreds of billions of dollars for safe schools, jobs, and healthcare. They just do not want American families getting more help before the election. Pure cynicism.",“Democrats”
JoeBiden,1337246228028022785,2020-12-11 4:02:00,"Yesterday marked another tragic, preventable milestone in our fight against COVID-19, but this news is a bright light. I’m grateful for every scientist, researcher, and public health expert who made it possible. https://t.co/ooDP8SZFrk",“COVID-19”
senatemajldr,1305638804032811015,2020-09-14 22:45:23,Great news: Experts have found a huge decline in teen vaping. This is just what we sought with my landmark legislation to increase the required age for all tobacco products to 21. Health officials say that law made a big difference. https://t.co/dqhz6fhQwg,“Health”
JoeBiden,1343255327622381568,2020-12-27 18:00:01,To all the health care workers on the front lines of this fight — thank you. You are true heroes.,"“Gratitude"""
senatemajldr,1311392341585022977,2020-09-30 19:47:53,"Democrats want to pack the Supreme Court. Vice President Biden refused to rule it out last night. Now Senate Democrats are demanding promises and pre-commitments from Judge Barrett.
 
Judicial independence is vital to the rule of law. Why are Republicans alone in defending it?",“Democrats” “Supreme Court”
